Q5,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,experience_overall,CV_easy,CV_novel,years_experience,Q274,Q275,Q276,job_gender_type,normative_job_gender,Q208_First Click,Q208_Last Click,Q208_Page Submit,Q208_Click Count,nCRT1,nCRT2,nCRT3,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,novel_acheck,Q117,PROLIFIC_PID,condition,job,job_desc,name,CVlink,job_pop
ice,120.869,136.665,142.378,4,6,7,4,11,0,25,7,7,4,5.904,19.553,31.002,3,1st,8,Emily,1,,65,2,6,,,7,45,77,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
ice,21.957,28.261,29.134,3,7,7,1,19,0,50,7,6,4,1.657,1.657,18.25,1,first,7,Emily,0,,64,2,5,,No,4,41,78,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
ice,7.7,45.481,46.553,17,4,4,4,5,0,30,7,7,4,8.091,38.075,40.072,8,Second,8,Emily,0,,68,2,3,,Interesting study,4,33,79,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
ice,11.893,16.606,17.313,3,5,5,4,7,0,35,7,7,4,3.571,27.862,28.233,2,first,8,Emily,1,,78,2,3,,no,5,33,80,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zfh2971IUiaJJb,HR managers
ice,46.054,50.175,51.103,6,7,7,7,10,0,31,7,5,5,2.461,26.596,30.17,3,second,12,Emily,0,,75,3,5,,No,7,38,81,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,
ice,2.157,79.384,81.7,16,6,5,4,11,0,33,7,7,4,1.006,23.616,27.089,4,second,8,emily,0,,72,2,5,,,4,32,83,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,136.64,150.838,155.557,3,6,4,1,11,0,34,7,5,4,6.827,22.699,40.763,4,second,8,Emily,0,,67,2,6,,No,4,34,84,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,34.457,143.184,144.134,13,7,7,4,9,0,35,7,5,4,6.709,27.683,32.421,3,Second,8,Emily,0,,59,2,4,,No,4,38,85,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OS2jU7nO4crQjz,finance managers
ice,13.863,51.421,52.357,6,5,6,4,11,0,35,7,3,4,2.562,12.098,15.783,3,second,8,Emily,1,,65,2,5,,No,4,36,86,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3OfX0DdT5dkBLoN,HR managers
ice,39.177,54.622,55.32,3,6,5,4,5,0,33,7,1,1,2.341,11.506,15.119,3,2nd,8,emily,0,,82,2,4,,no,7,33,87,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,
ice,2.762,245.722,246.854,29,5,7,4,10,0,30,8,4,4,33.69,74.633,75.48,5,2nd place,7,June,0,,69,8,5,,No,4,40,89,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
ice,13.535,58.716,60.06,11,7,5,5,11,0,33,8,6,4,2.991,11.073,26.266,4,second,8,Emily,0,,62,2,5,,"I think the question about what ethnicity you think the applicant is should have had an option for “not known”. I don’t think the CV clearly indicated the ethnicity of the applicant so there should have been an option for “could equally be any ethnicity” or “not enough information to know”. That’s why I chose “Other” - not meaning exactly other but meaning I didn’t want to narrow it down to “White” or “Black” or “Asian”. 

Also the question below asks for my occupation but I am currently unemployed, and about to become a student again. So there should be an option for this. I am therefore choosing the occupation I previously worked in.",4,37,90,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bpZ1BN1DevLXZjL,software engineers
ice,1.484,112.231,113.919,32,5,7,2,12,0,28,8,3,4,1.214,19.832,48.834,4,Second ,8,Emily,0,,63,2,5,,No,4,32,91,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,82.808,93.344,94.201,3,6,6,4,11,0,30,7,4,4,4.369,17.553,25.27,3,second,7,emily,0,,75,2,5,,No.,6,40,92,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
ice,39.367,47.707,48.868,5,7,5,2,10,0,30,7,4,4,5.247,32.841,41.969,6,second,7,Emily,0,,76,2,5,,no,4,40,93,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
ice,1.223,94.675,96.216,5,7,7,3,7,0,30,7,7,4,25.334,88.504,155.314,5,second,8,June,1,,71,1,5,,No,6,40,94,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,64.648,75.37,76.142,3,6,2,6,6,0,25,7,6,4,5.986,15.426,25.73,3,2,8,Emily ,1,,79,2,5,,No.,5,43,95,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BZgpTNvgcYam0J,finance managers
ice,12.54,29.772,31.041,10,7,7,6,10,0,27,7,7,4,3.62,15.997,18.505,5,First,7,emily,0,,71,2,2,,no,7,40,96,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OS2jU7nO4crQjz,finance managers
ice,19.011,37.366,38.965,3,5,5,2,11,0,40,7,4,4,2.491,12.317,16.235,3,second,8,Emily,1,,79,2,3,,no,4,36,97,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
ice,119.448,135.715,136.827,3,7,7,2,12,0,35,7,1,4,4.061,23.338,32.505,3,first,7,June,0,,64,5,6,,No,4,40,98,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,
ice,70.619,81.162,82.441,3,5,3,5,11,0,30,8,5,4,5.543,25.062,39.681,3,1st,7,Emily,1,,69,2,5,,,4,45,100,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVMhqojZul4HvtH,finance managers
ice,37.297,42.631,48.117,3,6,6,3,11,0,30,7,2,4,2.707,2.707,16.363,1,Second,8,Emily,0,,74,2,5,,No,4,43,101,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,22.197,129.585,130.755,9,6,5,5,16,0,43,7,3,4,4.625,20.635,23.194,5,2nd,8,emily,0,,82,2,3,,,4,40,102,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elBnPChbeTcwewt,HR managers
ice,128.508,194.868,196.152,15,5,6,4,7,0,32,7,2,4,2.584,16.612,26.901,5,Second,7,Emily,0,,54,1,5,,No,4,38,103,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ice,64.681,87.636,88.521,5,6,7,2,10,0,25,7,5,4,1.566,26.976,49.759,3,second place,8,June,1,,71,2,3,,No.,4,42,104,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_79XyVAnrbiNCIux,software engineers
ice,18.909,38.636,39.617,15,6,6,4,5,0,24,7,5,4,2.615,19.287,22.298,8,1,8,June,0,,76,2,5,,No,4,36,105,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ice,27.657,81.28,82.221,27,6,6,4,9,0,38,7,2,3,5.3,39.739,42.953,4,First,0,June,1,,64,2,5,,No,4,32,106,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,4.215,77.659,97.158,11,7,7,4,6,0,30,7,5,4,2.521,17.109,29.342,3,first,7,Emily,1,,80,3,2,,No,7,45,107,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,
ice,38.292,45.486,46.753,3,7,7,4,12,0,32,6,4,4,2.237,8.492,14.497,3,first,8,Emily,0,,78,2,5,,No,4,45,110,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,22.446,93.699,96.026,24,4,4,5,9,0,30,7,5,4,9.086,42.125,42.634,9,1,8,Emily,0,,74,3,2,,,4,40,111,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YMMIUo402EM0tL,HR managers
ice,7.308,73.557,74.433,9,6,7,5,10,0,30,6,4,4,5.341,19.748,23.098,3,second,8,Emily,0,,47,2,2,,,4,34,112,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQLNq0W3l8a6PB3,call centre workers
ice,57.394,80.716,81.842,4,5,5,4,10,0,31,8,5,4,1.915,14.018,18.156,3,Second,8,Emily,0,,80,2,3,,,7,37,113,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6jT7jMsCmnccoB,software engineers
ice,67.739,73.996,75.825,4,6,7,4,11,0,36,7,6,4,2.858,11.719,15.688,4,first,7,emily,0,,77,2,5,,no,4,30,114,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bpZ1BN1DevLXZjL,software engineers
ice,51.127,62.807,76.2,4,6,5,2,9,0,30,7,2,4,6.147,23.71,25.401,4,second,8,emily,0,,79,3,6,,no,4,45,115,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3OfX0DdT5dkBLoN,HR managers
ice,19.848,42.942,43.786,6,7,7,5,11,0,35,7,2,4,4.637,13.396,18.515,3,2nd,8,emily,1,,75,2,3,,No.,4,32,116,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zLxR0tuCCL6Qnj,HR managers
ice,0.363,87.88,89.246,36,5,5,4,9,0,27,8,6,4,0.771,42.192,42.61,9,Second,8,Emily,0,,82,3,2,,No,4,40,117,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
ice,89.469,93.759,96.039,4,6,5,2,11,0,35,7,5,4,2.557,10.639,17.898,3,second,8,Emily,1,,82,3,2,,No.,4,45,118,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zfh2971IUiaJJb,HR managers
ice,12.386,106.127,111.88,34,7,6,4,10,0,33,7,2,2,6.094,30.741,32.433,9,2nd,7,Emily,0,,79,3,5,,,4,41,119,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,39.042,112.56,114.207,23,4,5,4,11,0,35,7,7,4,4.664,16.619,22.028,5,Second,8,emily,0,,71,3,5,,no,4,42,120,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BZgpTNvgcYam0J,finance managers
ice,21.816,39.661,40.721,3,7,6,4,12,0,30,7,4,3,3.272,13.921,22.252,3,first place,8,Emily,1,,69,2,5,,No,4,37,121,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,27.118,137.7,146.426,30,6,6,2,6,0,30,7,4,4,2.521,35.813,36.591,7,1st,7,Emily ,99,,59,2,4,,No,4,40,122,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,25.632,44.972,46.386,3,7,5,5,8,0,26,7,7,4,4.026,16.915,24.59,3,1,7,Emily,0,,73,2,6,,No,4,39,123,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,30.199,41.87,43.357,3,7,3,4,16,0,36,6,3,3,4.85,13.105,16.763,3,2nd,8,emily,10,,80,3,3,,No,5,45,124,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,77.135,84.458,85.95,4,5,6,5,6,0,23,7,5,4,4.392,17.787,20.562,3,second,8,Emily,0,,83,2,2,,,4,40,125,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
ice,10.086,101.313,102.974,4,5,7,3,11,0,33,7,2,4,2.187,12.963,23.256,3,3rd,7,Emily,0,,75,2,6,,no,4,26,126,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
ice,2.302,148.371,150.066,11,7,7,4,14,0,33,6,6,4,3.138,15.779,21.717,3,second,7,emily,0,,83,2,4,,no,5,40,127,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVMhqojZul4HvtH,finance managers
ice,43.726,58.106,59.589,3,7,6,1,13,0,33,7,2,4,1.497,11.375,32.889,3,first,8,June,0,,72,5,6,,No,4,34,128,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agSaIeW9zA0AvMV,call centre workers
ice,91.4,101.873,103.056,4,5,6,3,10,0,30,7,4,3,5.543,18.576,27.673,4,1,8,emily,0,,42,2,2,,no,4,39,129,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1NORfct9yf7RSWF,finance managers
ice,79.172,87.293,88.053,6,6,5,3,13,0,35,7,7,4,2.864,11.293,18.813,2,first,8,June,0,,77,2,3,,No.,4,40,130,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OS2jU7nO4crQjz,finance managers
ice,96.995,105.137,106.957,4,7,7,4,11,0,33,7,7,4,5.14,13.882,17.544,3,second,8,Emily,0,,71,2,6,,No.,4,40,131,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4TqycRlQv5h5aMB,software engineers
ice,56.76,69.614,114.681,4,5,6,5,13,0,32,7,4,4,5.366,13.59,20.865,3,second,8,Emily,0,,79,2,6,,no,7,39,132,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,31.049,36.416,37.383,3,6,5,2,17,0,40,7,4,4,2.849,2.849,28.7,1,second,8,Emily,1,,66,2,3,,No.,4,42,133,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
ice,43.482,147.857,148.475,23,7,4,3,8,0,40,7,2,2,4.312,25.169,27.021,5,First,8,Emily ,0,,39,2,2,,No,4,40,134,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elBnPChbeTcwewt,HR managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,
ice,129.482,159.866,160.86,4,4,6,4,9,0,30,7,6,4,2.665,19.185,22.816,4,second,8,emily,0,,71,2,5,,no,4,43,136,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
ice,52.806,60.294,61.448,4,7,7,5,6,0,28,7,6,4,1.667,10.207,17.169,3,first,8,emily,0,,83,5,3,,no,7,40,137,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,109.957,117.23,117.868,3,6,6,6,11,0,30,7,5,4,5.074,24.525,29.323,15,First,8,Emily,1,,61,2,2,,No.,4,40,138,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,66.025,80.856,81.632,5,7,6,4,11,0,32,7,3,4,1.074,24.282,36.993,6,second,8,emily,1,,72,2,2,,No,4,28,139,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Sv2e7JqUaMar4x,finance managers
ice,32.066,40.458,41.991,4,4,6,2,6,0,25,7,3,4,7.747,20.355,25.352,3,first,8,June,1,,63,2,6,,No.,4,36,140,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,
ice,5.357,62.831,64.1,7,7,6,5,10,0,30,7,7,4,2.712,23.041,27.673,3,first place,8,June,0,,80,3,3,,No,4,40,142,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1NORfct9yf7RSWF,finance managers
ice,350.401,364.493,365.544,3,7,5,3,10,0,34,8,6,4,3.588,12.077,22.099,4,1,7,Unknown,0,,79,2,5,,NO,7,39,143,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,9.554,19.065,19.885,6,4,3,3,7,0,27,6,7,4,2.878,12.814,22.151,3,first,7,June,1,,74,2,6,,no.,4,40,144,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
ice,37.244,47.301,48.286,6,6,6,4,11,0,35,7,3,4,4.441,13.263,19.431,3,second,8,Emily,1,,50,2,2,,No,4,40,145,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3OfX0DdT5dkBLoN,HR managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,
ice,57.984,93.105,94.301,5,7,6,2,6,0,27,7,2,3,5.298,21.822,34.051,4,first,7,emily,0,,78,2,5,,no,4,28,147,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zfh2971IUiaJJb,HR managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,
ice,53.001,65.915,67.069,3,6,5,4,7,0,29,7,1,1,5.105,24.873,29.346,4,first,7,emily,0,,79,1,5,,no,4,40,150,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zLxR0tuCCL6Qnj,HR managers
ice,94.43,112.602,113.71,7,5,7,4,2,0,32,7,4,3,11.634,36.501,38.627,4,first,7,june,1,,71,2,3,,No.,7,40,151,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
ice,130.516,137.999,149.724,3,6,5,4,11,0,34,7,6,4,2.21,2.21,13.08,1,Second,8,Emily,0,,66,2,6,,No.,4,39,152,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
