record,experimental.condition,region,working.pattern,positive.callback,positive.callback.alt,other.further.stage,negative.response,negative.or.no.response,response,female.dominated,high.skill,salary,missing.salary
FM,1,south west,Full-time,0,0,0,1,1,Rejection,0,1,46000,0
SW,3,north west,Other,1,1,0,0,0,Invitation to interview,1,0,14850,0
FM,3,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,44999.5,0
HR,4,scotland,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
HR,1,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
FM,3,london,Full-time,0,0,0,0,1,No response,0,1,55000,0
HR,1,south east,Not stated,0,0,0,0,0,Other outcome,1,1,NA,1
AA,2,south east,Full-time,0,0,0,0,1,No response,1,0,21000,0
FM,1,north west,Full-time,0,0,0,1,1,Rejection,0,1,42500,0
CC,1,south west,Full-time,1,1,0,0,0,Invitation to interview,1,0,17000,0
PM,2,yorkshire & humber,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,3,south west,Full-time,0,0,0,1,1,Rejection,1,1,51785.5,0
CC,4,south east,Other,1,1,0,0,0,Invitation to interview,1,0,14778,0
AA,1,north west,Full-time,0,0,0,0,0,Other outcome,1,0,16200,0
CC,4,north west,Full-time,0,0,0,0,1,No response,1,0,15750,0
PM,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,2,south west,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SE,2,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
WO,1,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,0,0,16200,0
PM,1,northern ireland,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
FM,3,south west,Other,0,0,0,0,1,No response,0,1,40000,0
WO,4,west midlands,Full-time,0,0,0,0,1,No response,0,0,22050,0
SE,3,northern ireland,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
AA,1,north east,Full-time,0,0,0,0,1,No response,1,0,16500,0
WO,4,north east,Full-time,1,0,1,0,0,Other further stage,0,0,28278,0
SE,4,yorkshire & humber,Not stated,0,0,0,0,1,No response,0,1,NA,1
AA,3,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,3,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,25200,0
CC,2,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,15300,0
HR,4,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
SW,1,wales,Other,1,0,1,0,0,Other further stage,1,0,NA,1
AA,3,south east,Part-time,0,0,0,0,0,Other outcome,1,0,19800,0
AA,4,north west,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
AA,2,london,Full-time,0,0,0,0,1,No response,1,0,36000,0
PM,4,south west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
AA,4,south west,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
CC,2,south east,Full-time,0,0,0,0,1,No response,1,0,25000,0
SW,2,south east,Other,1,1,0,0,0,Invitation to interview,1,0,16200,0
WO,1,east,Full-time,0,0,0,0,1,No response,0,0,16200,0
SW,3,london,Full-time,1,1,0,0,0,Invitation to interview,1,0,17820,0
SW,3,london,Other,1,1,0,0,0,Invitation to interview,1,0,14940,0
WO,2,east midlands,Part-time,0,0,0,0,1,No response,0,0,NA,1
SE,2,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,4,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,1,london,Not stated,0,0,0,0,1,No response,0,1,65000,0
PM,1,yorkshire & humber,Not stated,0,0,0,1,1,Rejection,0,1,60000,0
HR,4,north west,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,3,london,Part-time,0,0,0,0,1,No response,0,1,36000,0
SE,1,east,Full-time,0,0,0,0,1,No response,0,1,36500,0
SE,4,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,35000,0
CC,3,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,15000,0
AA,3,london,Full-time,0,0,0,0,1,No response,1,0,20000,0
FM,2,south west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,118125,0
HR,1,south east,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,3,northern ireland,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SE,4,south west,Full-time,0,0,0,0,1,No response,0,1,37500,0
SW,2,south west,Full-time,1,1,0,0,0,Invitation to interview,1,0,15930,0
SW,3,east,Full-time,1,0,1,0,0,Other further stage,1,0,21050,0
PM,1,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,0,1,30000,0
SW,3,south east,Not stated,1,1,0,0,0,Invitation to interview,1,0,25217.5,0
FM,3,south east,Full-time,1,0,1,0,0,Other further stage,0,1,55000,0
SW,4,east midlands,Other,1,0,1,0,0,Other further stage,1,0,17325,0
SW,1,south west,Other,1,1,0,0,0,Invitation to interview,1,0,16740,0
FM,2,south west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,4,south east,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,15054,0
SW,1,north east,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,14778,0
HR,4,west midlands,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
SE,1,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
WO,1,west midlands,Full-time,0,0,0,0,1,No response,0,0,17250,0
WO,4,south west,Full-time,1,1,0,0,0,Invitation to interview,0,0,20000,0
FM,4,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,1,wales,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,3,west midlands,Full-time,0,0,0,0,0,Actionable request for further information,1,0,NA,1
SW,2,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,16290,0
SW,4,london,Full-time,1,0,1,0,0,Other further stage,1,0,16200,0
SW,4,south west,Other,1,1,0,0,0,Invitation to interview,1,0,16200,0
SW,4,west midlands,Other,0,0,0,0,1,No response,1,0,NA,1
CC,4,south east,Full-time,1,0,1,0,0,Other further stage,1,0,10400,0
AA,2,london,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
CC,1,east midlands,Full-time,1,0,1,0,0,Other further stage,1,0,18660,0
PM,1,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
SE,4,south west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
WO,1,west midlands,Full-time,0,0,0,0,1,No response,0,0,15300,0
FM,4,south west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SE,1,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
AA,1,yorkshire & humber,Part-time,0,0,0,0,1,No response,1,0,NA,1
CC,1,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
AA,1,west midlands,Full-time,0,0,0,0,1,No response,1,0,15502.5,0
FM,1,south east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
CC,2,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,19750,0
CC,2,london,Full-time,1,0,1,0,0,Other further stage,1,0,26000,0
AA,3,london,Full-time,0,0,0,0,1,No response,1,0,15750,0
SW,1,south west,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,21589,0
SW,3,north west,Full-time,0,0,0,0,0,Other outcome,1,0,18500,0
PM,2,west midlands,Full-time,1,0,1,0,0,Other further stage,0,1,35000,0
SW,4,east,Other,1,1,0,0,0,Invitation to interview,1,0,21500,0
HR,4,east,Full-time,1,1,0,0,0,Invitation to interview,1,1,30000,0
AA,4,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
SE,3,east,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
CC,1,london,Full-time,0,0,0,0,1,No response,1,0,15300,0
SW,4,east,Other,1,1,0,0,0,Invitation to interview,1,0,19350,0
PM,4,south east,Full-time,0,0,0,0,0,Other outcome,0,1,28000,0
HR,4,east,Not stated,0,0,0,0,1,No response,1,1,NA,1
FM,4,scotland,Full-time,0,0,0,0,0,Actionable request for further information,0,1,NA,1
PM,4,east,Full-time,0,0,0,1,1,Rejection,0,1,37500,0
WO,2,east,Not stated,1,1,0,0,0,Invitation to interview,0,0,NA,1
HR,4,south east,Not stated,1,1,0,0,0,Invitation to interview,1,1,41500,0
CC,1,south east,Full-time,0,0,0,0,1,No response,1,0,16085,0
CC,1,south east,Full-time,1,0,1,0,0,Other further stage,1,0,19000,0
SE,1,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
CC,4,north west,Full-time,0,0,0,0,1,No response,1,0,NA,1
WO,1,east midlands,Full-time,0,0,0,1,1,Rejection,0,0,19800,0
FM,4,scotland,Full-time,0,0,0,0,1,No response,0,1,NA,1
SE,2,south east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
PM,4,south east,Full-time,0,0,0,0,0,Actionable request for further information,0,1,NA,1
SW,1,south west,Other,1,0,1,0,0,Other further stage,1,0,20250,0
SE,4,south west,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
FM,4,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,1,35000,0
PM,4,scotland,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
CC,3,west midlands,Not stated,0,0,0,0,1,No response,1,0,NA,1
AA,3,wales,Part-time,0,0,0,0,1,No response,1,0,NA,1
CC,4,south west,Full-time,0,0,0,0,0,Other outcome,1,0,18000,0
SE,4,south west,Full-time,1,1,0,0,0,Invitation to interview,0,1,32500,0
AA,3,south east,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,17364,0
FM,1,london,Part-time,0,0,0,1,1,Rejection,0,1,50000,0
CC,2,east midlands,Full-time,0,0,0,0,0,Other outcome,1,0,21133,0
PM,2,east,Full-time,0,0,0,0,1,No response,0,1,40000,0
CC,2,yorkshire & humber,Not stated,1,1,0,0,0,Invitation to interview,1,0,NA,1
PM,3,south east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
WO,2,north west,Full-time,1,1,0,0,0,Invitation to interview,0,0,14778,0
SW,3,west midlands,Full-time,0,0,0,0,1,No response,1,0,NA,1
FM,2,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,2,north east,Full-time,0,0,0,0,1,No response,1,0,18128,0
HR,3,west midlands,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,1,north east,Not stated,0,0,0,0,1,No response,0,1,32500,0
SE,3,north east,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
PM,2,yorkshire & humber,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,4,north west,Full-time,1,1,0,0,0,Invitation to interview,0,1,31000,0
PM,3,scotland,Full-time,0,0,0,0,1,No response,0,1,NA,1
AA,3,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
HR,2,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,4,south west,Part-time,0,0,0,0,0,Other outcome,0,0,18000,0
SW,3,east,Not stated,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
CC,3,east,Part-time,0,0,0,0,1,No response,1,0,NA,1
PM,3,east midlands,Full-time,0,0,0,0,1,No response,0,1,36000,0
PM,2,scotland,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,2,south east,Full-time,1,1,0,0,0,Invitation to interview,0,0,19000,0
SW,4,north west,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,19678.5,0
PM,3,north west,Full-time,0,0,0,1,1,Rejection,0,1,35000,0
AA,2,north east,Full-time,0,0,0,0,1,No response,1,0,17000,0
AA,1,wales,Part-time,0,0,0,0,1,No response,1,0,15300,0
CC,2,north west,Full-time,0,0,0,0,1,No response,1,0,18144,0
PM,1,north west,Full-time,0,0,0,0,1,No response,0,1,NA,1
SW,3,yorkshire & humber,Not stated,1,0,1,0,0,Other further stage,1,0,NA,1
FM,2,london,Full-time,1,0,1,0,0,Other further stage,0,1,45000,0
AA,3,north east,Other,0,0,0,1,1,Rejection,1,0,20706,0
SW,4,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,1,0,20700,0
WO,1,north west,Full-time,0,0,0,0,1,No response,0,0,19000,0
AA,2,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,15750,0
WO,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,0,25304,0
SW,4,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,15300,0
PM,3,northern ireland,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,1,north east,Full-time,0,0,0,0,1,No response,0,1,29500,0
WO,3,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,0,11385,0
FM,3,west midlands,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,4,east,Part-time,1,0,1,0,0,Other further stage,0,1,NA,1
SW,1,north east,Other,0,0,0,0,1,No response,1,0,NA,1
HR,4,north east,Not stated,0,0,0,1,1,Rejection,1,1,31097,0
WO,4,north west,Full-time,0,0,0,0,0,Not actionable request for further information,0,0,NA,1
CC,1,west midlands,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
HR,1,east midlands,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
WO,4,west midlands,Part-time,0,0,0,0,1,No response,0,0,16200,0
SW,1,london,Part-time,0,0,0,0,1,No response,1,0,13202,0
SW,1,south west,Other,0,0,0,0,0,Not actionable request for further information,1,0,19800,0
AA,2,south west,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
FM,1,south west,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,4,south east,Full-time,1,0,1,0,0,Other further stage,0,1,40000,0
AA,1,east,Full-time,0,0,0,0,1,No response,1,0,17000,0
CC,1,wales,Full-time,0,0,0,0,1,No response,1,0,17980,0
HR,3,south east,Full-time,0,0,0,0,1,No response,1,1,34500,0
SW,4,east midlands,Part-time,1,1,0,0,0,Invitation to interview,1,0,17100,0
WO,4,south east,Full-time,0,0,0,0,1,No response,0,0,24500,0
PM,4,south east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
SW,2,east,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
CC,4,south east,Part-time,1,0,1,0,0,Other further stage,1,0,9000,0
SW,1,yorkshire & humber,Other,1,1,0,0,0,Invitation to interview,1,0,16200,0
SE,4,london,Not stated,0,0,0,0,0,Actionable request for further information,0,1,NA,1
FM,3,scotland,Other,0,0,0,1,1,Rejection,0,1,45000,0
FM,4,north west,Full-time,0,0,0,1,1,Rejection,0,1,30000,0
CC,1,east midlands,Full-time,1,0,1,0,0,Other further stage,1,0,17077,0
WO,2,south east,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
HR,2,north west,Part-time,0,0,0,0,1,No response,1,1,NA,1
FM,1,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SE,3,other,Full-time,0,0,0,0,1,No response,0,1,50000,0
SW,1,east,Other,0,0,0,0,1,No response,1,0,NA,1
HR,1,east midlands,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
SW,1,west midlands,Full-time,0,0,0,0,1,No response,1,0,NA,1
FM,1,london,Full-time,0,0,0,1,1,Rejection,0,1,49000,0
CC,4,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
FM,3,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,0,1,37500,0
AA,2,south east,Full-time,0,0,0,1,1,Rejection,1,0,16000,0
SE,2,south west,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,1,other,Not stated,0,0,0,0,1,No response,1,1,80000,0
PM,1,london,Not stated,0,0,0,1,1,Rejection,0,1,31372.5,0
WO,1,northern ireland,Full-time,0,0,0,1,1,Rejection,0,0,18900,0
SE,1,london,Part-time,0,0,0,0,1,No response,0,1,27900,0
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,2,london,Full-time,0,0,0,0,1,No response,1,1,45000,0
PM,4,scotland,Full-time,0,0,0,0,1,No response,0,1,32500,0
HR,1,scotland,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
FM,1,east midlands,Full-time,0,0,0,0,1,No response,0,1,45000,0
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,48375,0
CC,4,west midlands,Part-time,1,0,1,0,0,Other further stage,1,0,17100,0
FM,4,scotland,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SW,4,west midlands,Part-time,0,0,0,0,0,Other outcome,1,0,17500,0
HR,3,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
HR,1,south east,Not stated,1,1,0,0,0,Invitation to interview,1,1,35000,0
PM,3,west midlands,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
WO,3,north west,Full-time,0,0,0,0,1,No response,0,0,17370,0
AA,3,north west,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
WO,4,wales,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
WO,1,north east,Full-time,0,0,0,0,1,No response,0,0,NA,1
HR,3,scotland,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
SE,2,other,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,4,south east,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
AA,3,east,Part-time,0,0,0,0,1,No response,1,0,NA,1
CC,3,south west,Full-time,1,0,1,0,0,Other further stage,1,0,18000,0
WO,2,north east,Full-time,0,0,0,0,1,No response,0,0,19548,0
AA,2,east,Full-time,0,0,0,0,1,No response,1,0,16000,0
SW,3,east midlands,Full-time,1,0,1,0,0,Other further stage,1,0,19450,0
SW,3,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,16389,0
CC,1,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
WO,4,wales,Full-time,0,0,0,0,0,Other outcome,0,0,17100,0
SW,2,east midlands,Full-time,1,0,1,0,0,Other further stage,1,0,15039,0
SW,3,west midlands,Full-time,0,0,0,0,1,No response,1,0,15885,0
SW,1,east,Not stated,1,1,0,0,0,Invitation to interview,1,0,16875,0
AA,2,east midlands,Part-time,0,0,0,0,0,Other outcome,1,0,15795,0
AA,4,scotland,Full-time,0,0,0,0,1,No response,1,0,16650,0
SE,1,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
SW,3,south east,Other,1,1,0,0,0,Invitation to interview,1,0,17100,0
SW,3,north west,Other,1,0,1,0,0,Other further stage,1,0,16650,0
AA,2,south east,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,18900,0
WO,1,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,0,0,18000,0
SW,4,london,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,20214,0
SW,2,west midlands,Other,1,1,0,0,0,Invitation to interview,1,0,18450,0
SE,1,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,2,north west,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
WO,3,north west,Full-time,0,0,0,0,0,Other outcome,0,0,NA,1
CC,4,north west,Part-time,0,0,0,0,0,Other outcome,1,0,18000,0
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,4,north west,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
PM,2,west midlands,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SE,1,west midlands,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,1,east,Other,1,0,1,0,0,Other further stage,1,0,22770,0
FM,2,south east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
AA,4,east,Full-time,0,0,0,0,1,No response,1,0,16500,0
HR,3,south west,Other,0,0,0,0,1,No response,1,1,NA,1
PM,3,south west,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,2,south west,Other,1,1,0,0,0,Invitation to interview,1,0,22320,0
SW,2,south west,Other,1,0,1,0,0,Other further stage,1,0,22320,0
CC,4,east,Full-time,0,0,0,0,0,Other outcome,1,0,18000,0
WO,3,east midlands,Full-time,0,0,0,0,1,No response,0,0,20280,0
WO,2,south west,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,3,west midlands,Full-time,0,0,0,0,1,No response,1,0,NA,1
SE,4,london,Full-time,0,0,0,0,1,No response,0,1,38500,0
SE,3,south east,Full-time,1,0,1,0,0,Other further stage,0,1,37500,0
CC,4,north west,Part-time,0,0,0,0,1,No response,1,0,23400,0
CC,2,wales,Full-time,0,0,0,0,1,No response,1,0,22950,0
PM,1,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,27500,0
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,2,other,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,1,east,Full-time,1,0,1,0,0,Other further stage,1,0,59000,0
FM,3,london,Full-time,1,0,1,0,0,Other further stage,0,1,55000,0
AA,3,north west,Full-time,0,0,0,0,1,No response,1,0,16000,0
WO,4,east,Full-time,0,0,0,0,1,No response,0,0,20000,0
CC,1,south east,Full-time,1,0,1,0,0,Other further stage,1,0,21000,0
FM,2,london,Not stated,0,0,0,1,1,Rejection,0,1,61850,0
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,4,east,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
CC,3,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
WO,1,london,Full-time,0,0,0,0,0,Other outcome,0,0,16200,0
FM,3,south west,Part-time,1,0,1,0,0,Other further stage,0,1,NA,1
FM,2,south east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
SW,3,yorkshire & humber,Other,1,1,0,0,0,Invitation to interview,1,0,NA,1
FM,1,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
CC,1,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,14778,0
PM,2,south east,Full-time,0,0,0,1,1,Rejection,0,1,33680,0
AA,2,london,Full-time,0,0,0,0,0,Other outcome,1,0,20000,0
HR,3,london,Full-time,1,1,0,0,0,Invitation to interview,1,1,45000,0
SW,1,south east,Not stated,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
SW,1,east midlands,Other,1,1,0,0,0,Invitation to interview,1,0,17372,0
WO,3,east,Full-time,0,0,0,0,1,No response,0,0,23625,0
SW,4,south east,Other,0,0,0,0,1,No response,1,0,NA,1
PM,3,north west,Full-time,0,0,0,1,1,Rejection,0,1,32000,0
SE,3,south east,Full-time,1,0,1,0,0,Other further stage,0,1,52500,0
FM,2,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
SE,1,south west,Full-time,1,0,1,0,0,Other further stage,0,1,44000,0
HR,4,north west,Not stated,1,0,1,0,0,Other further stage,1,1,NA,1
HR,4,london,Full-time,0,0,0,0,1,No response,1,1,NA,1
SE,4,east,Full-time,0,0,0,0,0,Actionable request for further information,0,1,NA,1
SW,4,west midlands,Other,0,0,0,0,1,No response,1,0,17280,0
PM,4,east,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,2,west midlands,Part-time,1,0,1,0,0,Other further stage,1,0,15525,0
FM,1,north west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
FM,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,3,scotland,Full-time,0,0,0,1,1,Rejection,1,0,18000,0
FM,1,north west,Not stated,0,0,0,1,1,Rejection,0,1,43021,0
SW,1,west midlands,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,17804,0
SE,3,east,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,2,south east,Full-time,0,0,0,0,1,No response,0,1,39500,0
CC,2,scotland,Full-time,1,0,1,0,0,Other further stage,1,0,20000,0
CC,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,NA,1
WO,3,west midlands,Full-time,0,0,0,1,1,Rejection,0,0,19500,0
SW,1,east,Other,1,0,1,0,0,Other further stage,1,0,16200,0
CC,3,london,Full-time,0,0,0,0,1,No response,1,0,14400,0
SE,3,north west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
HR,1,london,Full-time,0,0,0,0,1,No response,1,1,NA,1
SE,4,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,1,london,Not stated,1,1,0,0,0,Invitation to interview,0,0,16643,0
SE,2,south east,Full-time,1,0,1,0,0,Other further stage,0,1,32500,0
HR,4,south east,Full-time,1,0,1,0,0,Other further stage,1,1,60000,0
AA,3,east,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,12000,0
HR,3,south west,Other,1,1,0,0,0,Invitation to interview,1,1,32500,0
FM,4,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SW,2,south west,Other,1,0,1,0,0,Other further stage,1,0,21330,0
SW,3,south west,Full-time,0,0,0,0,1,No response,1,0,NA,1
HR,3,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SE,1,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,4,south east,Other,1,0,1,0,0,Other further stage,1,0,22500,0
SE,3,london,Not stated,1,1,0,0,0,Invitation to interview,0,1,22500,0
SE,4,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
AA,3,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,17000,0
CC,1,east,Part-time,0,0,0,0,1,No response,1,0,16299,0
SE,1,london,Full-time,1,0,1,0,0,Other further stage,0,1,32500,0
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,60000,0
SE,1,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,2,south east,Full-time,0,0,0,0,1,No response,1,1,50000,0
CC,3,scotland,Full-time,0,0,0,0,1,No response,1,0,18000,0
PM,3,yorkshire & humber,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
HR,3,scotland,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
FM,1,london,Full-time,1,0,1,0,0,Other further stage,0,1,42500,0
SW,4,west midlands,Part-time,1,1,0,0,0,Invitation to interview,1,0,16650,0
WO,4,west midlands,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
SW,2,south east,Other,1,0,1,0,0,Other further stage,1,0,NA,1
CC,4,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SW,3,london,Full-time,0,0,0,0,1,No response,1,0,27900,0
SW,2,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,1,0,17442,0
FM,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,55000,0
WO,4,north east,Other,0,0,0,0,0,Not actionable request for further information,0,0,15678,0
SW,2,south west,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,16218,0
SW,2,north west,Not stated,0,0,0,0,1,No response,1,0,NA,1
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,1,south west,Full-time,1,0,1,0,0,Other further stage,0,1,60000,0
CC,4,south east,Not stated,0,0,0,0,1,No response,1,0,18000,0
HR,1,london,Full-time,0,0,0,1,1,Rejection,1,1,54676,0
FM,2,east midlands,Full-time,0,0,0,0,1,No response,0,1,50000,0
SE,3,scotland,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,37500,0
SE,2,west midlands,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SE,4,other,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,2,south east,Not stated,0,0,0,0,1,No response,1,0,NA,1
AA,2,north west,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
AA,4,north west,Other,0,0,0,0,0,Other outcome,1,0,10200,0
WO,1,east,Full-time,0,0,0,0,1,No response,0,0,20000,0
AA,1,north east,Full-time,0,0,0,0,1,No response,1,0,17100,0
PM,2,east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
