Q5,CVtime_First Click,CVtime_Last Click,CVtime_Page Submit,CVtime_Click Count,hire_10,years_experience,applicant_male,applicant_age,applicant_ethnicity,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,Q117,PROLIFIC_PID,Job,Cond,Name,Dates1,Dates2
ice,0,0,57.389,0,71,5,0,31,7,0,,59,2,6,,No,30,1940,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,146.128,0,70,9,0,32,7,0,,77,2,5,,No,37,1941,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,416.673,0,81,14,0,37,7,0,,72,2,6,,No.,34,1942,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,96.518,0,100,14,0,33,7,0,,70,2,7,,I thought I saw the name of the participant - but then was asked what gender I thought she was. Apologies if I imagined her name being there!,37,1943,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,3.6,0,77,7.5,0,32,8,0,,79,2,5,,no,37,1944,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,56.977,0,83,15,0,34,7,1,,72,3,3,,no,32,1945,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,35.968,0,71,5,0,28,7,0,,71,2,6,,No.,37,1946,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,23.785,0,62,7,0,25,7,0,,66,2,7,,no,37,1947,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,166.875,0,82,9,0,28,7,1,,34,2,7,,No,34,1948,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,1949,,,,,
ice,15.005,44.728,156.409,2,100,2,0,25,7,0,,58,2,5,,No,38,1950,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,11.521,84.104,97.354,22,90,5,0,28,7,0,,68,2,5,,,40,1951,HR,Female Treat,Sarah Brown,2 years,3 years
ice,2.834,120.593,127.18,6,80,7,0,30,7,1,,64,2,5,,No,30,1952,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,106.706,0,80,15,0,40,7,0,,72,2,5,,No,40,1953,HR,Female Treat,Sarah Brown,5 years,10 years
ice,14.192,61.007,72.753,8,91,5,0,40,8,1,,53,2,6,,No,37,1954,HR,Female Treat,Sarah Brown,2 years,3 years
ice,39.484,91.324,130.403,17,100,15,0,37,6,0,,50,2,3,,No.,38,1955,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,17.039,0,80,5,0,35,7,1,,65,2,4,,No,33,1956,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,6.02,104.123,104.801,33,95,15,0,38,7,1,,54,2,5,,No,33,1957,HR,Female Treat,Sarah Brown,5 years,10 years
ice,9.903,20.822,21.561,2,81,10,0,30,7,0,,75,2,2,,no,40,1958,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,92.928,0,100,7,0,26,7,0,,80,2,3,,No,40,1959,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,15.051,0,61,6,0,35,8,0,,72,2,6,,,37,1960,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,98.153,0,100,4,0,28,7,0,,77,3,5,,no,42,1961,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,1962,,,,,
ice,15.113,15.113,61.197,1,100,12,0,38,7,0,,64,2,6,,,34,1963,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,94.42,0,80,5,0,28,7,0,,62,2,6,,No,33,1964,HR,Female Treat,Sarah Brown,2 years,3 years
Ice,,,,,,,,,,,,,,,,,,1965,,,,,
ice,0,0,188.039,0,82,6,0,32,7,0,,58,2,4,,no,43,1966,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,46.884,50.547,55.409,2,86,15,0,38,7,1,,53,2,3,,,33,1967,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,52.077,0,95,10,0,40,7,0,,66,2,5,,,37,1968,HR,Female Treat,Sarah Brown,2 years,3 years
ice,29.762,86.952,88.211,9,91,4,0,25,7,1,,62,2,6,,No,36,1969,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,262.922,262.922,263.831,1,90,14,0,44,7,1,,72,2,7,,No,34,1970,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,1.404,45.001,46.915,28,100,7,0,45,7,0,,78,2,5,,No,37,1971,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,1972,,,,,
ice,2.86,60.514,61.201,19,70,8,0,34,7,1,,72,2,5,,,34,1973,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,59.549,0,89,15,0,40,7,0,,76,2,6,,no,40,1974,HR,Female Treat,Sarah Brown,5 years,10 years
ice,1.138,83.102,91.268,43,100,5,0,35,7,0,,76,2,6,,,41,1975,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,42.237,83.283,84.944,17,71,5,0,27,7,0,,72,2,7,,No,34,1976,HR,Female Treat,Sarah Brown,2 years,3 years
ice,14.197,185.419,192.186,21,82,14,0,36,7,1,,56,2,3,,No,40,1977,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,81.133,0,100,6,0,30,7,0,,74,2,6,,,34,1978,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,5.993,128.804,131.659,54,100,5,0,27,7,0,,75,2,6,,,37,1979,HR,Female Treat,Sarah Brown,2 years,3 years
ice,11.186,87.234,99.225,9,70,15,0,37,7,0,,75,2,5,,No,34,1980,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,106.09,0,87,4,0,34,8,0,,46,2,7,,No,37,1981,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,30.435,35.852,37.668,4,100,7,0,35,8,1,,77,2,6,,No,32,1982,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,39.934,0,84,5,0,30,7,0,,76,2,6,,No,33,1983,HR,Female Treat,Sarah Brown,2 years,3 years
ice,43.907,52.345,53.264,3,90,15,0,35,7,0,,73,2,5,,No,40,1984,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,24.77,0,80,15,0,37,7,0,,74,2,5,,No,37,1985,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,19.404,0,91,14,0,35,7,1,,74,2,5,,No.,32,1986,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,5.501,303.155,303.884,157,100,5,0,33,7,0,,43,1,3,,No,40,1987,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0.822,124.317,125.574,66,91,4,0,35,7,0,,77,3,5,,"The format is a bit weird, it’s not really compatible on phones. You have to scroll to the right to read the whole question. ",38,1988,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,78.027,0,82,15,0,30,7,0,,72,2,2,,no,40,1989,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,89.256,0,100,15,0,40,7,0,,67,2,4,,No,40,1990,HR,Female Treat,Sarah Brown,5 years,10 years
ice,10.389,115.327,116.364,32,100,5,0,40,7,0,,74,2,5,,No,28,1991,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,437.23,0,86,5,0,27,7,1,,61,2,5,,No,43,1992,HR,Female Treat,Sarah Brown,2 years,3 years
ice,98.931,98.931,100.786,1,100,5,0,28,7,0,,53,2,6,,"Not weird, particularly, but the name 'Susan Brown' was on the top of the CV, which did influence my assumptions about her background.",34,1993,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,3.143,29.652,30.688,13,80,11,0,35,7,0,,70,2,3,,,40,1994,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,159.836,0,90,16,0,40,7,1,,65,2,4,,No,37,1995,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,4.171,26.632,27.784,25,100,5,0,36,7,0,,75,2,5,,No,40,1996,HR,Female Treat,Sarah Brown,2 years,3 years
ice,15.044,19.787,38.855,3,71,5,0,27,7,1,,46,2,5,,no,40,1997,HR,Female Treat,Sarah Brown,2 years,3 years
Ice,,,,,,,,,,,,,,,,,,1998,,,,,
ice,9.396,10.045,32.483,2,100,4,0,30,7,1,,71,2,5,,,39,1999,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,20.679,79.239,80.344,13,100,6,0,35,7,0,,52,2,3,,No,37,2000,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,2001,,,,,
ice,0,0,52.36,0,71,15,1,39,7,1,,74,2,6,,no,28,2002,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,107.3,0,61,5,0,29,7,0,,75,2,4,,,38,2003,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,182.014,0,100,15,0,45,7,0,,72,2,5,,No,32,2004,HR,Female Treat,Sarah Brown,5 years,10 years
ice,2.6,101.902,103.78,62,100,16,0,35,7,0,,79,2,2,,NO,40,2005,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,52.232,0,91,4,0,28,7,1,,54,2,7,,no,37,2006,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,47.71,0,96,7,0,30,7,0,,78,2,5,,No,36,2007,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,174.736,0,80,5,0,32,7,0,,72,2,5,,,34,2008,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,75.359,0,86,5,0,35,7,0,,75,2,5,,no,43,2009,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,260.537,0,95,15,0,37,7,1,,61,8,6,,No,42,2010,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,43.373,0,71,4,0,40,7,0,,63,2,5,,no,43,2011,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,14.858,15.946,83.264,2,100,15,0,32,8,1,,67,2,5,,No.,34,2012,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,160.711,0,90,15,0,37,7,0,,42,2,5,,No,36,2013,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,12.524,0,60,10,0,32,7,0,,74,2,5,,no,39,2014,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,35.543,0,70,7,0,30,7,1,,69,5,5,,No,40,2015,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2016,,,,,
ice,1.435,1.435,130.22,1,100,18,1,44,8,1,,74,2,7,,,33,2017,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,2018,,,,,
ice,13.589,38.397,44.257,3,100,14,0,24,7,0,,77,2,3,,,43,2019,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,9.539,38.284,113.124,11,100,5,0,30,7,1,,77,2,4,,No,30,2020,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,60.71,0,83,5,0,28,7,0,,65,2,6,,No,37,2021,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,64.513,0,81,5,0,32,7,1,,65,2,6,,,32,2022,HR,Female Treat,Sarah Brown,2 years,3 years
ice,52.161,95.916,103.573,3,100,8,0,35,7,0,,45,2,2,,No,37,2023,HR,Female Treat,Sarah Brown,2 years,3 years
ice,1.744,32.873,34.215,27,81,8,0,35,7,0,,79,2,3,,No,43,2024,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,101.114,0,100,15,0,36,7,0,,60,2,2,,No,40,2025,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,57.16,0,60,4,0,26,7,1,,72,2,6,,No,42,2026,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,54.856,0,61,3,0,29,7,1,,68,8,7,,No,37,2027,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2028,,,,,
ice,0,0,31.187,0,70,8,0,32,7,0,,73,2,5,,No,40,2029,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,2030,,,,,
ice,0,0,107.617,0,100,15,0,40,7,1,,77,2,5,,no,36,2031,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,1.568,16.898,18.777,10,91,15,0,45,7,1,,78,2,5,,No,30,2032,HR,Female Treat,Sarah Brown,5 years,10 years
ice,38.864,38.864,288.189,1,100,15,0,45,7,1,,43,2,3,,Unable to select indeterminate for Candidate ethnicity. I had no solid opinion of the candidates ethnicity so was forced to make a selection,34,2033,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,75.38,0,100,5,1,40,7,1,,47,2,2,,No,40,2034,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,68.583,0,91,5,0,30,6,1,,57,2,6,,No.,34,2035,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,69.817,0,90,15,0,40,7,0,,77,3,5,,No.,34,2036,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0.25,38.682,39.472,41,81,15,0,45,7,1,,70,2,6,,No,33,2037,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,2038,,,,,
ice,5.101,77.39,78.629,35,80,15,0,35,7,0,,70,2,6,,No,30,2039,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2040,,,,,
ice,0,0,166.538,0,100,8,0,30,8,1,,48,2,4,,No,29,2041,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,6.523,275.975,277.702,20,100,15,0,38,7,1,,72,2,3,,no,39,2042,HR,Female Treat,Sarah Brown,5 years,10 years
ice,2.069,55.902,57.617,16,81,15,0,35,7,0,,67,1,6,,No,32,2043,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,35.605,35.605,55.218,1,100,5,0,29,7,0,,70,2,5,,No,30,2044,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0.87,15.733,16.762,19,78,10,0,30,7,0,,69,2,5,,No,43,2045,HR,Female Treat,Sarah Brown,5 years,10 years
ice,38.246,42.432,57.643,5,80,15,0,40,7,0,,69,2,5,,,33,2046,HR,Female Treat,Sarah Brown,5 years,10 years
Ice,,,,,,,,,,,,,,,,,,2047,,,,,
ice,0,0,60.723,0,100,5,0,30,7,0,,68,2,5,,,37,2048,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2049,,,,,
ice,6.213,63.07,65.312,14,70,11,1,33,7,0,,47,2,5,,No,37,2050,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,74.661,0,81,15,0,50,7,1,,56,2,4,,no,30,2051,HR,Female Treat,Sarah Brown,2 years,3 years
ice,4.336,20.674,21.665,5,100,15,0,40,7,1,,74,2,2,,No,32,2052,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,52.696,52.696,106.566,1,90,15,0,37,8,1,,48,2,5,,No,38,2053,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,2.167,186.736,187.934,80,68,12,1,35,7,1,,71,2,6,,No,31,2054,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.799,61.285,63.892,36,100,15,0,38,7,0,,66,2,4,,No,33,2055,HR,Female Treat,Sarah Brown,5 years,10 years
ice,5.654,5.654,10.478,1,80,5,0,45,8,99,,84,9,7,,no,45,2056,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,76.055,0,75,15,0,37,7,1,,73,2,6,,No.,34,2057,HR,Female Treat,Sarah Brown,5 years,10 years
ice,2.886,18.101,19.225,9,85,15,0,36,7,0,,75,2,5,,No,36,2058,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,42.401,0,90,15,0,32,7,1,,54,2,3,,,28,2059,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,29.524,96.059,97.751,12,91,8,0,34,7,0,,60,2,3,,no,40,2060,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,5.827,31.475,50.655,6,75,10,1,35,8,1,,67,2,2,,no,28,2061,HR,Female Treat,Sarah Brown,2 years,3 years
ice,11.036,18.695,87.074,2,100,15,0,28,7,0,,68,2,3,,No,32,2062,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,26.362,0,90,6,0,30,7,0,,72,2,5,,,32,2063,HR,Female Treat,Sarah Brown,2 years,3 years
ice,2.513,60.51,70.143,36,100,6,0,33,7,0,,70,2,7,,No,38,2064,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,17.04,0,90,5,0,30,7,0,,77,2,6,,No,34,2065,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,63.858,0,71,14,0,35,7,1,,74,2,2,,No,33,2066,HR,Female Treat,Sarah Brown,5 years,10 years
ice,9.626,168.784,169.836,79,100,5,0,28,8,0,,67,2,5,,No,33,2067,HR,Female Treat,Sarah Brown,2 years,3 years
ice,1.749,5.863,8.42,6,71,3,0,34,7,0,,67,2,6,,,33,2068,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,9.966,0,73,11,0,34,8,0,,70,2,3,,No,43,2069,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,41.828,0,100,4,0,30,7,0,,75,3,6,,No,34,2070,HR,Female Treat,Sarah Brown,2 years,3 years
Ice,,,,,,,,,,,,,,,,,,2071,,,,,
ice,0,0,156.733,0,81,8,0,34,7,0,,69,2,5,,No,36,2072,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,61.739,0,86,5,0,29,7,1,,74,2,6,,no,30,2073,HR,Female Treat,Sarah Brown,2 years,3 years
Ice,,,,,,,,,,,,,,,,,,2074,,,,,
Ice,,,,,,,,,,,,,,,,,,2075,,,,,
ice,0,0,104.128,0,100,7,0,35,7,0,,76,2,5,,no,40,2076,HR,Female Treat,Sarah Brown,5 years,10 years
ice,1.137,40.78,43.08,2,81,19,0,40,7,0,,47,2,5,,,34,2077,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,384.031,0,100,7,0,35,7,0,,65,2,2,,No,40,2078,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.758,101.512,106.701,5,100,4,0,35,8,0,,76,2,5,,,37,2079,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,63.752,0,60,30,0,45,7,0,,73,5,5,,,34,2080,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,48.015,0,50,5,0,30,7,1,,59,2,1,,I had a mouse issue but the study was fine,28,2081,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.472,250.128,270.34,72,96,15,0,38,7,0,,73,2,6,,,34,2082,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,3.203,67.199,67.825,37,100,10,0,35,7,1,,69,2,5,,No,40,2083,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,117.835,0,91,6,0,32,7,0,,62,1,5,,no,34,2084,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,93.407,160.778,162.064,2,66,5,1,26,7,1,,58,2,5,,No,28,2085,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,15.808,1372.885,1374.318,2,90,4,0,32,7,0,,69,2,6,,No,34,2086,HR,Female Treat,Sarah Brown,2 years,3 years
ice,16.729,39.564,40.268,2,90,3,0,24,7,1,,55,3,5,,No,32,2087,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,17.815,192.177,241.244,4,90,4,0,26,7,0,,80,3,2,,No,40,2088,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,14.491,188.574,222.949,16,45,5,0,28,7,1,,61,2,6,,No,32,2089,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,32.069,0,70,12,0,35,7,0,,74,2,3,,No,41,2090,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2091,,,,,
ice,39.205,69.778,73.445,2,72,6,1,35,7,1,,71,3,6,,No,33,2092,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,51.1,0,91,15,0,40,7,0,,51,2,3,,,36,2093,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,13.087,0,40,45,0,29,7,1,,59,2,6,,No,32,2094,HR,Female Treat,Sarah Brown,2 years,3 years
ice,8.282,86.796,87.47,34,90,15,0,36,7,0,,73,2,3,,No,41,2095,HR,Female Treat,Sarah Brown,5 years,10 years
ice,27.204,123.479,145.036,8,75,10,0,35,7,1,,45,2,3,,Tricky,28,2096,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,1.37,91.199,95.008,32,80,4,0,32,7,0,,73,2,5,,,41,2097,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,2.816,50.384,51.501,19,81,5,0,30,7,0,,79,2,3,,No,43,2098,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,56.158,0,100,5,0,35,7,1,,77,2,5,,No,38,2099,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,22.987,0,85,17,0,43,6,1,,62,2,3,,no,28,2100,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,5.266,84.782,85.972,20,91,4,0,30,7,1,,75,2,7,,,37,2101,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,57.716,0,70,7,0,32,7,1,,71,2,3,,no,32,2102,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,15.888,0,90,9,0,32,7,1,,69,2,5,,No,40,2103,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,15.632,76.596,78.748,11,95,9,0,36,7,0,,69,2,5,,No,43,2104,HR,Female Treat,Sarah Brown,5 years,10 years
ice,2.12,88.926,89.583,42,90,10,0,25,7,0,,73,2,7,,No,34,2105,HR,Female Treat,Sarah Brown,5 years,10 years
ice,6.9,41.542,42.455,21,70,5,0,38,7,1,,65,2,5,,No,43,2106,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2107,,,,,
ice,10.943,48.309,50.727,5,85,5,0,28,7,1,,58,2,4,,,42,2108,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,50.832,0,98,21,0,36,7,0,,62,2,4,,No,34,2109,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2110,,,,,
ice,14.585,14.585,61.243,1,91,15,0,37,7,0,,65,2,6,,No,34,2111,HR,Female Treat,Sarah Brown,5 years,10 years
Ice,,,,,,,,,,,,,,,,,,2112,,,,,
ice,0,0,34.329,0,70,3,0,25,7,1,,60,2,3,,No,32,2113,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,9.28,18.79,30.45,19,80,5,0,33,7,0,,73,2,6,,No,37,2114,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,5.597,0,64,10,0,39,7,1,,81,2,3,,No,39,2115,HR,Female Treat,Sarah Brown,5 years,10 years
ice,12.292,28.153,137.276,14,71,6,0,36,6,0,,72,2,5,, No,40,2116,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,44.721,0,91,4,0,30,7,0,,48,2,3,,No,36,2117,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,59.08,0,91,5,1,26,7,1,,64,2,5,,no,40,2118,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,114.081,0,100,7,0,27,7,0,,50,2,5,,No,37,2119,HR,Female Treat,Sarah Brown,2 years,3 years
ice,15.491,145.971,146.903,35,82,5,0,30,7,1,,53,2,5,,I'm sure the candidates name was on the info but I can't recall it.,36,2120,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,44.836,0,71,8,1,35,7,1,,79,2,5,,,40,2121,HR,Female Treat,Sarah Brown,2 years,3 years
ice,5.276,9.391,13.719,5,87,80,1,35,8,0,,60,2,3,,No,43,2122,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,6.923,53.1,54.472,25,41,5,1,31,8,0,,69,3,6,,,36,2123,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2124,,,,,
ice,0,0,113.288,0,100,12,0,40,7,0,,77,2,2,,No.,40,2125,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,520.75,0,97,8,0,27,4,0,,68,2,5,,No,37,2126,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,130.845,0,90,15,0,35,7,1,,67,2,3,,No,44,2127,HR,Female Treat,Sarah Brown,5 years,10 years
ice,5.644,439.411,444.161,44,80,15,0,34,7,1,,56,1,5,,,34,2128,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,135.215,0,91,5,0,33,7,0,,67,2,6,,No,37,2129,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,110.786,0,100,4,0,30,7,0,,72,2,6,,No.,34,2130,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,71.576,0,82,7,0,28,7,0,,68,2,6,,No,39,2131,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
